,stationName,parameters,value,datetime_UTC,localDateTime,unit,longitude,latitude
228,Bhaktpur ,pm25,6.6,2019-07-19 10:25:00,2019-07-19 16:10:00,µg/m3,85.417528,27.673762
229,Bhaktpur ,pm25,11.6,2019-07-19 10:35:00,2019-07-19 16:20:00,µg/m3,85.417528,27.673762
230,Bhaktpur ,pm25,5.8,2019-07-19 10:45:00,2019-07-19 16:30:00,µg/m3,85.417528,27.673762
231,Bhaktpur ,pm25,6.0,2019-07-19 10:55:00,2019-07-19 16:40:00,µg/m3,85.417528,27.673762
232,Bhaktpur ,pm25,19.5,2019-07-19 11:05:00,2019-07-19 16:50:00,µg/m3,85.417528,27.673762
233,Bhaktpur ,pm25,9.9,2019-07-19 11:15:00,2019-07-19 17:00:00,µg/m3,85.417528,27.673762
234,Bhaktpur ,pm25,15.7,2019-07-19 11:25:00,2019-07-19 17:10:00,µg/m3,85.417528,27.673762
235,Bhaktpur ,pm25,10.4,2019-07-19 11:35:00,2019-07-19 17:20:00,µg/m3,85.417528,27.673762
236,Bhaktpur ,pm25,15.0,2019-07-19 11:45:00,2019-07-19 17:30:00,µg/m3,85.417528,27.673762
237,Bhaktpur ,pm25,22.2,2019-07-19 11:55:00,2019-07-19 17:40:00,µg/m3,85.417528,27.673762
238,Bhaktpur ,pm25,22.9,2019-07-19 12:05:00,2019-07-19 17:50:00,µg/m3,85.417528,27.673762
239,Bhaktpur ,pm25,37.0,2019-07-19 12:15:00,2019-07-19 18:00:00,µg/m3,85.417528,27.673762
240,Bhaktpur ,pm25,43.4,2019-07-19 12:25:00,2019-07-19 18:10:00,µg/m3,85.417528,27.673762
241,Bhaktpur ,pm25,38.1,2019-07-19 12:35:00,2019-07-19 18:20:00,µg/m3,85.417528,27.673762
242,Bhaktpur ,pm25,41.9,2019-07-19 12:45:00,2019-07-19 18:30:00,µg/m3,85.417528,27.673762
243,Bhaktpur ,pm25,21.2,2019-07-19 12:55:00,2019-07-19 18:40:00,µg/m3,85.417528,27.673762
244,Bhaktpur ,pm25,19.2,2019-07-19 13:00:00,2019-07-19 18:45:00,µg/m3,85.417528,27.673762
245,Bhaktpur ,pm25,30.1,2019-07-19 13:15:00,2019-07-19 19:00:00,µg/m3,85.417528,27.673762
246,Bhaktpur ,pm25,102.2,2019-07-19 13:25:00,2019-07-19 19:10:00,µg/m3,85.417528,27.673762
247,Bhaktpur ,pm25,105.4,2019-07-19 13:35:00,2019-07-19 19:20:00,µg/m3,85.417528,27.673762
248,Bhaktpur ,pm25,106.5,2019-07-19 13:45:00,2019-07-19 19:30:00,µg/m3,85.417528,27.673762
249,Bhaktpur ,pm25,59.7,2019-07-19 13:55:00,2019-07-19 19:40:00,µg/m3,85.417528,27.673762
250,Bhaktpur ,pm25,37.5,2019-07-19 14:05:00,2019-07-19 19:50:00,µg/m3,85.417528,27.673762
251,Bhaktpur ,pm25,21.9,2019-07-19 14:15:00,2019-07-19 20:00:00,µg/m3,85.417528,27.673762
252,Bhaktpur ,pm25,17.7,2019-07-19 14:25:00,2019-07-19 20:10:00,µg/m3,85.417528,27.673762
253,Bhaktpur ,pm25,98.2,2019-07-19 14:45:00,2019-07-19 20:30:00,µg/m3,85.417528,27.673762
254,Bhaktpur ,pm25,109.6,2019-07-19 14:55:00,2019-07-19 20:40:00,µg/m3,85.417528,27.673762
255,Bhaktpur ,pm25,91.0,2019-07-19 15:05:00,2019-07-19 20:50:00,µg/m3,85.417528,27.673762
256,Bhaktpur ,pm25,81.8,2019-07-19 15:15:00,2019-07-19 21:00:00,µg/m3,85.417528,27.673762
257,Bhaktpur ,pm25,40.3,2019-07-19 15:25:00,2019-07-19 21:10:00,µg/m3,85.417528,27.673762
258,Bhaktpur ,pm25,59.6,2019-07-19 15:35:00,2019-07-19 21:20:00,µg/m3,85.417528,27.673762
259,Bhaktpur ,pm25,77.1,2019-07-19 15:45:00,2019-07-19 21:30:00,µg/m3,85.417528,27.673762
260,Bhaktpur ,pm25,44.7,2019-07-19 15:55:00,2019-07-19 21:40:00,µg/m3,85.417528,27.673762
261,Bhaktpur ,pm25,51.5,2019-07-19 16:05:00,2019-07-19 21:50:00,µg/m3,85.417528,27.673762
262,Bhaktpur ,pm25,89.3,2019-07-19 16:15:00,2019-07-19 22:00:00,µg/m3,85.417528,27.673762
263,Bhaktpur ,pm25,60.4,2019-07-19 16:25:00,2019-07-19 22:10:00,µg/m3,85.417528,27.673762
264,Bhaktpur ,pm25,58.3,2019-07-19 16:35:00,2019-07-19 22:20:00,µg/m3,85.417528,27.673762
265,Bhaktpur ,pm25,77.2,2019-07-19 16:45:00,2019-07-19 22:30:00,µg/m3,85.417528,27.673762
266,Bhaktpur ,pm25,52.2,2019-07-19 16:55:00,2019-07-19 22:40:00,µg/m3,85.417528,27.673762
267,Bhaktpur ,pm25,48.1,2019-07-19 17:05:00,2019-07-19 22:50:00,µg/m3,85.417528,27.673762
268,Bhaktpur ,pm25,54.9,2019-07-19 17:15:00,2019-07-19 23:00:00,µg/m3,85.417528,27.673762
269,Bhaktpur ,pm25,44.6,2019-07-19 17:35:00,2019-07-19 23:20:00,µg/m3,85.417528,27.673762
270,Bhaktpur ,pm25,29.5,2019-07-19 17:45:00,2019-07-19 23:30:00,µg/m3,85.417528,27.673762
271,Bhaktpur ,pm25,55.0,2019-07-19 17:55:00,2019-07-19 23:40:00,µg/m3,85.417528,27.673762
272,Bhaktpur ,pm25,79.3,2019-07-19 18:05:00,2019-07-19 23:50:00,µg/m3,85.417528,27.673762
273,Bhaktpur ,pm25,84.1,2019-07-19 18:15:00,2019-07-20 00:00:00,µg/m3,85.417528,27.673762
274,Bhaktpur ,pm25,69.4,2019-07-19 18:25:00,2019-07-20 00:10:00,µg/m3,85.417528,27.673762
275,Bhaktpur ,pm25,37.7,2019-07-19 18:35:00,2019-07-20 00:20:00,µg/m3,85.417528,27.673762
276,Bhaktpur ,pm25,42.6,2019-07-19 18:40:00,2019-07-20 00:25:00,µg/m3,85.417528,27.673762
277,Bhaktpur ,pm25,74.2,2019-07-19 18:55:00,2019-07-20 00:40:00,µg/m3,85.417528,27.673762
278,Bhaktpur ,pm25,73.6,2019-07-19 19:00:00,2019-07-20 00:45:00,µg/m3,85.417528,27.673762
279,Bhaktpur ,pm25,64.3,2019-07-19 19:18:00,2019-07-20 01:03:00,µg/m3,85.417528,27.673762
280,Bhaktpur ,pm25,94.5,2019-07-19 19:35:00,2019-07-20 01:20:00,µg/m3,85.417528,27.673762
281,Bhaktpur ,pm25,86.0,2019-07-19 19:55:00,2019-07-20 01:40:00,µg/m3,85.417528,27.673762
282,Bhaktpur ,pm25,75.0,2019-07-19 20:15:00,2019-07-20 02:00:00,µg/m3,85.417528,27.673762
283,Bhaktpur ,pm25,57.1,2019-07-19 20:35:00,2019-07-20 02:20:00,µg/m3,85.417528,27.673762
284,Bhaktpur ,pm25,59.9,2019-07-19 20:50:00,2019-07-20 02:35:00,µg/m3,85.417528,27.673762
285,Bhaktpur ,pm25,51.4,2019-07-19 21:08:00,2019-07-20 02:53:00,µg/m3,85.417528,27.673762
286,Bhaktpur ,pm25,57.0,2019-07-19 21:15:00,2019-07-20 03:00:00,µg/m3,85.417528,27.673762
287,Bhaktpur ,pm25,48.7,2019-07-19 21:25:00,2019-07-20 03:10:00,µg/m3,85.417528,27.673762
288,Bhaktpur ,pm25,41.0,2019-07-19 21:35:00,2019-07-20 03:20:00,µg/m3,85.417528,27.673762
289,Bhaktpur ,pm25,6.0,2019-07-19 21:55:00,2019-07-20 03:40:00,µg/m3,85.417528,27.673762
290,Bhaktpur ,pm25,5.1,2019-07-19 22:15:00,2019-07-20 04:00:00,µg/m3,85.417528,27.673762
291,Bhaktpur ,pm25,5.3,2019-07-19 22:25:00,2019-07-20 04:10:00,µg/m3,85.417528,27.673762
292,Bhaktpur ,pm25,5.2,2019-07-19 22:35:00,2019-07-20 04:20:00,µg/m3,85.417528,27.673762
293,Bhaktpur ,pm25,5.3,2019-07-19 22:45:00,2019-07-20 04:30:00,µg/m3,85.417528,27.673762
294,Bhaktpur ,pm25,5.4,2019-07-19 22:55:00,2019-07-20 04:40:00,µg/m3,85.417528,27.673762
295,Bhaktpur ,pm25,5.3,2019-07-19 23:05:00,2019-07-20 04:50:00,µg/m3,85.417528,27.673762
296,Bhaktpur ,pm25,6.3,2019-07-19 23:15:00,2019-07-20 05:00:00,µg/m3,85.417528,27.673762
297,Bhaktpur ,pm25,7.2,2019-07-19 23:25:00,2019-07-20 05:10:00,µg/m3,85.417528,27.673762
298,Bhaktpur ,pm25,7.6,2019-07-19 23:35:00,2019-07-20 05:20:00,µg/m3,85.417528,27.673762
299,Bhaktpur ,pm25,7.1,2019-07-19 23:45:00,2019-07-20 05:30:00,µg/m3,85.417528,27.673762
300,Bhaktpur ,pm25,5.6,2019-07-20 00:15:00,2019-07-20 06:00:00,µg/m3,85.417528,27.673762
301,Bhaktpur ,pm25,5.0,2019-07-20 00:20:00,2019-07-20 06:05:00,µg/m3,85.417528,27.673762
302,Bhaktpur ,pm25,7.0,2019-07-20 00:35:00,2019-07-20 06:20:00,µg/m3,85.417528,27.673762
303,Bhaktpur ,pm25,5.6,2019-07-20 00:50:00,2019-07-20 06:35:00,µg/m3,85.417528,27.673762
304,Bhaktpur ,pm25,5.9,2019-07-20 01:05:00,2019-07-20 06:50:00,µg/m3,85.417528,27.673762
305,Bhaktpur ,pm25,6.0,2019-07-20 01:15:00,2019-07-20 07:00:00,µg/m3,85.417528,27.673762
306,Bhaktpur ,pm25,5.2,2019-07-20 01:20:00,2019-07-20 07:05:00,µg/m3,85.417528,27.673762
307,Bhaktpur ,pm25,4.8,2019-07-20 01:36:00,2019-07-20 07:21:00,µg/m3,85.417528,27.673762
308,Bhaktpur ,pm25,5.3,2019-07-20 01:55:00,2019-07-20 07:40:00,µg/m3,85.417528,27.673762
309,Bhaktpur ,pm25,5.2,2019-07-20 02:05:00,2019-07-20 07:50:00,µg/m3,85.417528,27.673762
310,Bhaktpur ,pm25,4.2,2019-07-20 02:45:00,2019-07-20 08:30:00,µg/m3,85.417528,27.673762
311,Bhaktpur ,pm25,6.5,2019-07-20 02:55:00,2019-07-20 08:40:00,µg/m3,85.417528,27.673762
312,Bhaktpur ,pm25,8.1,2019-07-20 03:05:00,2019-07-20 08:50:00,µg/m3,85.417528,27.673762
313,Bhaktpur ,pm25,7.9,2019-07-20 03:15:00,2019-07-20 09:00:00,µg/m3,85.417528,27.673762
314,Bhaktpur ,pm25,6.3,2019-07-20 03:25:00,2019-07-20 09:10:00,µg/m3,85.417528,27.673762
315,Bhaktpur ,pm25,5.1,2019-07-20 03:35:00,2019-07-20 09:20:00,µg/m3,85.417528,27.673762
316,Bhaktpur ,pm25,76.6,2019-07-20 03:45:00,2019-07-20 09:30:00,µg/m3,85.417528,27.673762
317,Bhaktpur ,pm25,61.9,2019-07-20 03:55:00,2019-07-20 09:40:00,µg/m3,85.417528,27.673762
318,Bhaktpur ,pm25,83.7,2019-07-20 04:05:00,2019-07-20 09:50:00,µg/m3,85.417528,27.673762
319,Bhaktpur ,pm25,63.2,2019-07-20 04:15:00,2019-07-20 10:00:00,µg/m3,85.417528,27.673762
320,Bhaktpur ,pm25,98.5,2019-07-20 04:25:00,2019-07-20 10:10:00,µg/m3,85.417528,27.673762
321,Bhaktpur ,pm25,85.9,2019-07-20 04:35:00,2019-07-20 10:20:00,µg/m3,85.417528,27.673762
322,Bhaktpur ,pm25,91.2,2019-07-20 04:40:00,2019-07-20 10:25:00,µg/m3,85.417528,27.673762
323,Bhaktpur ,pm25,92.9,2019-07-20 04:55:00,2019-07-20 10:40:00,µg/m3,85.417528,27.673762
324,Bhaktpur ,pm25,57.6,2019-07-20 05:05:00,2019-07-20 10:50:00,µg/m3,85.417528,27.673762
325,Bhaktpur ,pm25,49.7,2019-07-20 05:15:00,2019-07-20 11:00:00,µg/m3,85.417528,27.673762
326,Bhaktpur ,pm25,44.9,2019-07-20 05:25:00,2019-07-20 11:10:00,µg/m3,85.417528,27.673762
327,Bhaktpur ,pm25,41.8,2019-07-20 05:35:00,2019-07-20 11:20:00,µg/m3,85.417528,27.673762
328,Bhaktpur ,pm25,21.9,2019-07-20 05:45:00,2019-07-20 11:30:00,µg/m3,85.417528,27.673762
329,Bhaktpur ,pm25,75.7,2019-07-20 05:55:00,2019-07-20 11:40:00,µg/m3,85.417528,27.673762
330,Bhaktpur ,pm25,56.4,2019-07-20 06:05:00,2019-07-20 11:50:00,µg/m3,85.417528,27.673762
331,Bhaktpur ,pm25,56.6,2019-07-20 06:15:00,2019-07-20 12:00:00,µg/m3,85.417528,27.673762
332,Bhaktpur ,pm25,67.0,2019-07-20 06:25:00,2019-07-20 12:10:00,µg/m3,85.417528,27.673762
333,Bhaktpur ,pm25,33.5,2019-07-20 06:35:00,2019-07-20 12:20:00,µg/m3,85.417528,27.673762
334,Bhaktpur ,pm25,20.7,2019-07-20 06:45:00,2019-07-20 12:30:00,µg/m3,85.417528,27.673762
335,Bhaktpur ,pm25,24.9,2019-07-20 06:55:00,2019-07-20 12:40:00,µg/m3,85.417528,27.673762
336,Bhaktpur ,pm25,28.6,2019-07-20 07:05:00,2019-07-20 12:50:00,µg/m3,85.417528,27.673762
337,Bhaktpur ,pm25,50.6,2019-07-20 07:15:00,2019-07-20 13:00:00,µg/m3,85.417528,27.673762
338,Bhaktpur ,pm25,59.8,2019-07-20 07:25:00,2019-07-20 13:10:00,µg/m3,85.417528,27.673762
339,Bhaktpur ,pm25,98.0,2019-07-20 07:35:00,2019-07-20 13:20:00,µg/m3,85.417528,27.673762
340,Bhaktpur ,pm25,102.0,2019-07-20 07:45:00,2019-07-20 13:30:00,µg/m3,85.417528,27.673762
341,Bhaktpur ,pm25,103.5,2019-07-20 07:55:00,2019-07-20 13:40:00,µg/m3,85.417528,27.673762
342,Bhaktpur ,pm25,88.9,2019-07-20 08:15:00,2019-07-20 14:00:00,µg/m3,85.417528,27.673762
343,Bhaktpur ,pm25,78.6,2019-07-20 08:25:00,2019-07-20 14:10:00,µg/m3,85.417528,27.673762
344,Bhaktpur ,pm25,77.7,2019-07-20 08:35:00,2019-07-20 14:20:00,µg/m3,85.417528,27.673762
345,Bhaktpur ,pm25,26.6,2019-07-20 08:45:00,2019-07-20 14:30:00,µg/m3,85.417528,27.673762
346,Bhaktpur ,pm25,77.2,2019-07-20 08:55:00,2019-07-20 14:40:00,µg/m3,85.417528,27.673762
347,Bhaktpur ,pm25,36.0,2019-07-20 09:05:00,2019-07-20 14:50:00,µg/m3,85.417528,27.673762
348,Bhaktpur ,pm25,30.6,2019-07-20 09:15:00,2019-07-20 15:00:00,µg/m3,85.417528,27.673762
349,Bhaktpur ,pm25,59.8,2019-07-20 09:25:00,2019-07-20 15:10:00,µg/m3,85.417528,27.673762
350,Bhaktpur ,pm25,63.1,2019-07-20 09:35:00,2019-07-20 15:20:00,µg/m3,85.417528,27.673762
351,Bhaktpur ,pm25,40.1,2019-07-20 09:45:00,2019-07-20 15:30:00,µg/m3,85.417528,27.673762
352,Bhaktpur ,pm25,41.1,2019-07-20 09:55:00,2019-07-20 15:40:00,µg/m3,85.417528,27.673762
353,Bhaktpur ,pm25,48.3,2019-07-20 10:05:00,2019-07-20 15:50:00,µg/m3,85.417528,27.673762
354,Bhaktpur ,pm25,57.1,2019-07-20 10:15:00,2019-07-20 16:00:00,µg/m3,85.417528,27.673762
355,Bhaktpur ,pm25,36.7,2019-07-20 10:25:00,2019-07-20 16:10:00,µg/m3,85.417528,27.673762
356,Bhaktpur ,pm25,32.7,2019-07-20 10:35:00,2019-07-20 16:20:00,µg/m3,85.417528,27.673762
357,Bhaktpur ,pm25,35.0,2019-07-20 10:45:00,2019-07-20 16:30:00,µg/m3,85.417528,27.673762
358,Bhaktpur ,pm25,69.7,2019-07-20 10:55:00,2019-07-20 16:40:00,µg/m3,85.417528,27.673762
359,Bhaktpur ,pm25,70.9,2019-07-20 11:05:00,2019-07-20 16:50:00,µg/m3,85.417528,27.673762
360,Bhaktpur ,pm25,27.0,2019-07-20 11:15:00,2019-07-20 17:00:00,µg/m3,85.417528,27.673762
361,Bhaktpur ,pm25,32.8,2019-07-20 11:25:00,2019-07-20 17:10:00,µg/m3,85.417528,27.673762
362,Bhaktpur ,pm25,35.7,2019-07-20 11:35:00,2019-07-20 17:20:00,µg/m3,85.417528,27.673762
363,Bhaktpur ,pm25,60.9,2019-07-20 11:45:00,2019-07-20 17:30:00,µg/m3,85.417528,27.673762
364,Bhaktpur ,pm25,69.8,2019-07-20 11:55:00,2019-07-20 17:40:00,µg/m3,85.417528,27.673762
365,Bhaktpur ,pm25,77.6,2019-07-20 12:05:00,2019-07-20 17:50:00,µg/m3,85.417528,27.673762
366,Bhaktpur ,pm25,81.6,2019-07-20 12:15:00,2019-07-20 18:00:00,µg/m3,85.417528,27.673762
367,Bhaktpur ,pm25,83.6,2019-07-20 12:25:00,2019-07-20 18:10:00,µg/m3,85.417528,27.673762
368,Bhaktpur ,pm25,94.6,2019-07-20 12:35:00,2019-07-20 18:20:00,µg/m3,85.417528,27.673762
369,Bhaktpur ,pm25,83.8,2019-07-20 12:45:00,2019-07-20 18:30:00,µg/m3,85.417528,27.673762
370,Bhaktpur ,pm25,51.5,2019-07-20 12:55:00,2019-07-20 18:40:00,µg/m3,85.417528,27.673762
371,Bhaktpur ,pm25,74.2,2019-07-20 13:05:00,2019-07-20 18:50:00,µg/m3,85.417528,27.673762
372,Bhaktpur ,pm25,85.0,2019-07-20 13:15:00,2019-07-20 19:00:00,µg/m3,85.417528,27.673762
373,Bhaktpur ,pm25,74.9,2019-07-20 13:25:00,2019-07-20 19:10:00,µg/m3,85.417528,27.673762
374,Bhaktpur ,pm25,78.4,2019-07-20 13:35:00,2019-07-20 19:20:00,µg/m3,85.417528,27.673762
375,Bhaktpur ,pm25,99.1,2019-07-20 13:45:00,2019-07-20 19:30:00,µg/m3,85.417528,27.673762
376,Bhaktpur ,pm25,118.4,2019-07-20 13:55:00,2019-07-20 19:40:00,µg/m3,85.417528,27.673762
377,Bhaktpur ,pm25,120.5,2019-07-20 14:05:00,2019-07-20 19:50:00,µg/m3,85.417528,27.673762
378,Bhaktpur ,pm25,111.4,2019-07-20 14:15:00,2019-07-20 20:00:00,µg/m3,85.417528,27.673762
379,Bhaktpur ,pm25,106.3,2019-07-20 14:25:00,2019-07-20 20:10:00,µg/m3,85.417528,27.673762
380,Bhaktpur ,pm25,87.3,2019-07-20 14:35:00,2019-07-20 20:20:00,µg/m3,85.417528,27.673762
381,Bhaktpur ,pm25,90.3,2019-07-20 14:45:00,2019-07-20 20:30:00,µg/m3,85.417528,27.673762
382,Bhaktpur ,pm25,60.0,2019-07-20 14:55:00,2019-07-20 20:40:00,µg/m3,85.417528,27.673762
383,Bhaktpur ,pm25,62.0,2019-07-20 15:05:00,2019-07-20 20:50:00,µg/m3,85.417528,27.673762
384,Bhaktpur ,pm25,90.4,2019-07-20 15:15:00,2019-07-20 21:00:00,µg/m3,85.417528,27.673762
385,Bhaktpur ,pm25,99.8,2019-07-20 15:25:00,2019-07-20 21:10:00,µg/m3,85.417528,27.673762
386,Bhaktpur ,pm25,86.0,2019-07-20 15:35:00,2019-07-20 21:20:00,µg/m3,85.417528,27.673762
387,Bhaktpur ,pm25,99.6,2019-07-20 15:45:00,2019-07-20 21:30:00,µg/m3,85.417528,27.673762
388,Bhaktpur ,pm25,123.3,2019-07-20 15:50:00,2019-07-20 21:35:00,µg/m3,85.417528,27.673762
389,Bhaktpur ,pm25,115.2,2019-07-20 16:05:00,2019-07-20 21:50:00,µg/m3,85.417528,27.673762
390,Bhaktpur ,pm25,137.2,2019-07-20 16:15:00,2019-07-20 22:00:00,µg/m3,85.417528,27.673762
391,Bhaktpur ,pm25,96.9,2019-07-20 16:25:00,2019-07-20 22:10:00,µg/m3,85.417528,27.673762
392,Bhaktpur ,pm25,101.7,2019-07-20 16:35:00,2019-07-20 22:20:00,µg/m3,85.417528,27.673762
393,Bhaktpur ,pm25,134.8,2019-07-20 16:45:00,2019-07-20 22:30:00,µg/m3,85.417528,27.673762
394,Bhaktpur ,pm25,93.0,2019-07-20 16:55:00,2019-07-20 22:40:00,µg/m3,85.417528,27.673762
395,Bhaktpur ,pm25,127.3,2019-07-20 17:05:00,2019-07-20 22:50:00,µg/m3,85.417528,27.673762
396,Bhaktpur ,pm25,114.1,2019-07-20 17:15:00,2019-07-20 23:00:00,µg/m3,85.417528,27.673762
397,Bhaktpur ,pm25,110.8,2019-07-20 17:25:00,2019-07-20 23:10:00,µg/m3,85.417528,27.673762
398,Bhaktpur ,pm25,142.7,2019-07-20 17:35:00,2019-07-20 23:20:00,µg/m3,85.417528,27.673762
399,Bhaktpur ,pm25,141.5,2019-07-20 17:45:00,2019-07-20 23:30:00,µg/m3,85.417528,27.673762
400,Bhaktpur ,pm25,140.7,2019-07-20 17:55:00,2019-07-20 23:40:00,µg/m3,85.417528,27.673762
401,Bhaktpur ,pm25,135.1,2019-07-20 18:05:00,2019-07-20 23:50:00,µg/m3,85.417528,27.673762
402,Bhaktpur ,pm25,116.2,2019-07-20 18:15:00,2019-07-21 00:00:00,µg/m3,85.417528,27.673762
403,Bhaktpur ,pm25,114.4,2019-07-20 18:25:00,2019-07-21 00:10:00,µg/m3,85.417528,27.673762
404,Bhaktpur ,pm25,85.8,2019-07-20 18:35:00,2019-07-21 00:20:00,µg/m3,85.417528,27.673762
405,Bhaktpur ,pm25,91.7,2019-07-20 18:45:00,2019-07-21 00:30:00,µg/m3,85.417528,27.673762
406,Bhaktpur ,pm25,67.3,2019-07-20 18:55:00,2019-07-21 00:40:00,µg/m3,85.417528,27.673762
407,Bhaktpur ,pm25,11.4,2019-07-20 19:05:00,2019-07-21 00:50:00,µg/m3,85.417528,27.673762
408,Bhaktpur ,pm25,5.9,2019-07-20 19:15:00,2019-07-21 01:00:00,µg/m3,85.417528,27.673762
409,Bhaktpur ,pm25,5.6,2019-07-20 19:25:00,2019-07-21 01:10:00,µg/m3,85.417528,27.673762
410,Bhaktpur ,pm25,5.4,2019-07-20 19:35:00,2019-07-21 01:20:00,µg/m3,85.417528,27.673762
411,Bhaktpur ,pm25,5.1,2019-07-20 19:45:00,2019-07-21 01:30:00,µg/m3,85.417528,27.673762
412,Bhaktpur ,pm25,5.7,2019-07-20 19:55:00,2019-07-21 01:40:00,µg/m3,85.417528,27.673762
413,Bhaktpur ,pm25,5.8,2019-07-20 20:05:00,2019-07-21 01:50:00,µg/m3,85.417528,27.673762
414,Bhaktpur ,pm25,5.4,2019-07-20 20:15:00,2019-07-21 02:00:00,µg/m3,85.417528,27.673762
415,Bhaktpur ,pm25,5.6,2019-07-20 20:25:00,2019-07-21 02:10:00,µg/m3,85.417528,27.673762
416,Bhaktpur ,pm25,5.4,2019-07-20 20:35:00,2019-07-21 02:20:00,µg/m3,85.417528,27.673762
417,Bhaktpur ,pm25,5.2,2019-07-20 20:45:00,2019-07-21 02:30:00,µg/m3,85.417528,27.673762
418,Bhaktpur ,pm25,6.5,2019-07-20 20:55:00,2019-07-21 02:40:00,µg/m3,85.417528,27.673762
419,Bhaktpur ,pm25,6.8,2019-07-20 21:05:00,2019-07-21 02:50:00,µg/m3,85.417528,27.673762
420,Bhaktpur ,pm25,17.2,2019-07-20 21:15:00,2019-07-21 03:00:00,µg/m3,85.417528,27.673762
421,Bhaktpur ,pm25,7.6,2019-07-20 21:25:00,2019-07-21 03:10:00,µg/m3,85.417528,27.673762
422,Bhaktpur ,pm25,6.5,2019-07-20 21:35:00,2019-07-21 03:20:00,µg/m3,85.417528,27.673762
423,Bhaktpur ,pm25,6.2,2019-07-20 21:45:00,2019-07-21 03:30:00,µg/m3,85.417528,27.673762
424,Bhaktpur ,pm25,5.9,2019-07-20 21:55:00,2019-07-21 03:40:00,µg/m3,85.417528,27.673762
425,Bhaktpur ,pm25,6.1,2019-07-20 22:05:00,2019-07-21 03:50:00,µg/m3,85.417528,27.673762
426,Bhaktpur ,pm25,27.2,2019-07-20 22:15:00,2019-07-21 04:00:00,µg/m3,85.417528,27.673762
427,Bhaktpur ,pm25,19.4,2019-07-20 22:25:00,2019-07-21 04:10:00,µg/m3,85.417528,27.673762
428,Bhaktpur ,pm25,26.8,2019-07-20 22:35:00,2019-07-21 04:20:00,µg/m3,85.417528,27.673762
429,Bhaktpur ,pm25,13.1,2019-07-20 22:45:00,2019-07-21 04:30:00,µg/m3,85.417528,27.673762
430,Bhaktpur ,pm25,9.2,2019-07-20 22:55:00,2019-07-21 04:40:00,µg/m3,85.417528,27.673762
431,Bhaktpur ,pm25,7.4,2019-07-20 23:05:00,2019-07-21 04:50:00,µg/m3,85.417528,27.673762
432,Bhaktpur ,pm25,6.4,2019-07-20 23:15:00,2019-07-21 05:00:00,µg/m3,85.417528,27.673762
433,Bhaktpur ,pm25,7.5,2019-07-20 23:35:00,2019-07-21 05:20:00,µg/m3,85.417528,27.673762
434,Bhaktpur ,pm25,7.2,2019-07-20 23:45:00,2019-07-21 05:30:00,µg/m3,85.417528,27.673762
435,Bhaktpur ,pm25,8.5,2019-07-20 23:55:00,2019-07-21 05:40:00,µg/m3,85.417528,27.673762
436,Bhaktpur ,pm25,7.0,2019-07-21 00:15:00,2019-07-21 06:00:00,µg/m3,85.417528,27.673762
437,Bhaktpur ,pm25,7.3,2019-07-21 00:20:00,2019-07-21 06:05:00,µg/m3,85.417528,27.673762
438,Bhaktpur ,pm25,7.2,2019-07-21 00:38:00,2019-07-21 06:23:00,µg/m3,85.417528,27.673762
439,Bhaktpur ,pm25,6.7,2019-07-21 00:45:00,2019-07-21 06:30:00,µg/m3,85.417528,27.673762
440,Bhaktpur ,pm25,7.2,2019-07-21 00:50:00,2019-07-21 06:35:00,µg/m3,85.417528,27.673762
441,Bhaktpur ,pm25,7.9,2019-07-21 01:05:00,2019-07-21 06:50:00,µg/m3,85.417528,27.673762
442,Bhaktpur ,pm25,11.5,2019-07-21 01:15:00,2019-07-21 07:00:00,µg/m3,85.417528,27.673762
443,Bhaktpur ,pm25,8.0,2019-07-21 01:35:00,2019-07-21 07:20:00,µg/m3,85.417528,27.673762
444,Bhaktpur ,pm25,8.6,2019-07-21 01:45:00,2019-07-21 07:30:00,µg/m3,85.417528,27.673762
445,Bhaktpur ,pm25,7.2,2019-07-21 01:55:00,2019-07-21 07:40:00,µg/m3,85.417528,27.673762
446,Bhaktpur ,pm25,8.9,2019-07-21 02:05:00,2019-07-21 07:50:00,µg/m3,85.417528,27.673762
447,Bhaktpur ,pm25,9.4,2019-07-21 02:15:00,2019-07-21 08:00:00,µg/m3,85.417528,27.673762
448,Bhaktpur ,pm25,44.1,2019-07-21 02:25:00,2019-07-21 08:10:00,µg/m3,85.417528,27.673762
449,Bhaktpur ,pm25,57.5,2019-07-21 02:35:00,2019-07-21 08:20:00,µg/m3,85.417528,27.673762
450,Bhaktpur ,pm25,45.3,2019-07-21 02:45:00,2019-07-21 08:30:00,µg/m3,85.417528,27.673762
451,Bhaktpur ,pm25,85.7,2019-07-21 02:55:00,2019-07-21 08:40:00,µg/m3,85.417528,27.673762
452,Bhaktpur ,pm25,79.7,2019-07-21 03:05:00,2019-07-21 08:50:00,µg/m3,85.417528,27.673762
453,Bhaktpur ,pm25,70.3,2019-07-21 03:15:00,2019-07-21 09:00:00,µg/m3,85.417528,27.673762
454,Bhaktpur ,pm25,64.9,2019-07-21 03:25:00,2019-07-21 09:10:00,µg/m3,85.417528,27.673762
455,Bhaktpur ,pm25,84.1,2019-07-21 03:35:00,2019-07-21 09:20:00,µg/m3,85.417528,27.673762
